collection,file,bytes,sha256,source
paper_facing_result_bundle,data/paper_facing_result_bundle/reports/benchmark_coverage_checklist.json,5126,3267b98219a6ba8de05302e91d4cc5f19c365ca46198c50581e9f66ea543a25f,reports/benchmark_coverage_checklist.json
paper_facing_result_bundle,data/paper_facing_result_bundle/reports/benchmark_coverage_checklist.md,3367,9d4fdae552b49c167c5a6686cc28ee9bcadf20e06dc5baaa98769f299f3e3c20,reports/benchmark_coverage_checklist.md
paper_facing_result_bundle,data/paper_facing_result_bundle/reports/binding_drift_repro_audit.md,2676,5f4091e1ebcd73926e46d6a206d492d19f10cf55d4ee4d92d7d0ce886c6602a2,reports/binding_drift_repro_audit.md
paper_facing_result_bundle,data/paper_facing_result_bundle/reports/binding_drift_tri_glm_v7_full_v1.json,4583,5a54463744410c19edca53b228208247c530742b840c5af8c8e7f54b14610570,reports/binding_drift_tri_glm_v7_full_v1.json
paper_facing_result_bundle,data/paper_facing_result_bundle/reports/binding_drift_tri_glm_v7_full_v1.md,2055,a5b67d0d88e30ffe0fc22b97da3385bd2c2cb654131c34e5ba0d57e8a89a4520,reports/binding_drift_tri_glm_v7_full_v1.md
paper_facing_result_bundle,data/paper_facing_result_bundle/reports/call_matched_authorization_ablation_v2.json,15767,d607651bdaa0041c77fa3ec697cf2e5df6ded57d76006e753a7e4a72838e8f6c,reports/call_matched_authorization_ablation_v2.json
paper_facing_result_bundle,data/paper_facing_result_bundle/reports/call_matched_authorization_ablation_v2.md,4028,65ec64eca39fe2abbbf011e4daeae47a4665332a40e96af112685947536aca4f,reports/call_matched_authorization_ablation_v2.md
paper_facing_result_bundle,data/paper_facing_result_bundle/reports/claims_to_evidence.csv,13003,09f9f085adb516a6f8c8215930e617853e6ceea2198af4630fd789f21a6f7366,reports/claims_to_evidence.csv
paper_facing_result_bundle,data/paper_facing_result_bundle/reports/construct_validity_cue_overlap_v1.json,15635,063909c1e883fb479b439dd32bcb559b983f0187fc4417881018ad501d1359c2,reports/construct_validity_cue_overlap_v1.json
paper_facing_result_bundle,data/paper_facing_result_bundle/reports/construct_validity_cue_overlap_v1.md,3122,f9422eedd69b4f54a14d8243f7d4879071890cdeb4475ef111161582bbe820d3,reports/construct_validity_cue_overlap_v1.md
paper_facing_result_bundle,data/paper_facing_result_bundle/reports/current_claim_provenance.md,39910,f2675b07a805ea6827810bf62ac33ef181fb96a7417a3732e6b500f26e778eb6,reports/current_claim_provenance.md
paper_facing_result_bundle,data/paper_facing_result_bundle/reports/current_experiment_registry.md,22231,55a725825309a019a170c5dd10e909c879b5b1617affc2111d884f8e6a966f13,reports/current_experiment_registry.md
paper_facing_result_bundle,data/paper_facing_result_bundle/reports/deterministic_discourse_rule_v2.json,5661,0a6bc17b74155c055982b0130a778b29be48bab8ef32a27808ee524d88225685,reports/deterministic_discourse_rule_v2.json
paper_facing_result_bundle,data/paper_facing_result_bundle/reports/external_public_opportunity_audit_v1.json,2214,0e7ae45cb071b4300b16f4041ae9159d081377fd876a25baa02ecff71cdf867d,reports/external_public_opportunity_audit_v1.json
paper_facing_result_bundle,data/paper_facing_result_bundle/reports/external_public_opportunity_audit_v1.md,956,595f5dc3227fbc178681008e190152508d56e18989af6f9ccd3eaad2cc39a585,reports/external_public_opportunity_audit_v1.md
paper_facing_result_bundle,data/paper_facing_result_bundle/reports/main_paper_evidence_audit_v1.json,8917,2764e97f4e5f7d1a45bddd5ae2fd9c980a6b32820083d92a66eeaa2a2e4be110,reports/main_paper_evidence_audit_v1.json
paper_facing_result_bundle,data/paper_facing_result_bundle/reports/main_paper_evidence_audit_v1.md,2272,85f3d4a87f22228ed196c123cdf130a188ab4f345bf0adbbed85a74a70a68e52,reports/main_paper_evidence_audit_v1.md
paper_facing_result_bundle,data/paper_facing_result_bundle/reports/model_authored_linguistic_stress_transport_repaired_v2.json,8984,3da7c906180ec85a0203f5edef2a9865398aae81a70cdb7f5c05b358b94c206b,reports/model_authored_linguistic_stress_transport_repaired_v2.json
paper_facing_result_bundle,data/paper_facing_result_bundle/reports/model_authored_linguistic_stress_transport_repaired_v2.md,2104,e3084806bd9ae17adeac954c117a1d3ed88aaa4c04e69d458cecc4312f8005c2,reports/model_authored_linguistic_stress_transport_repaired_v2.md
paper_facing_result_bundle,data/paper_facing_result_bundle/reports/public_audit_injected_sensitivity_v1.json,45015,1ee713cfb701d41f058665e0f3b841a22e70b8e6046a3dab958618a6887a1813,reports/public_audit_injected_sensitivity_v1.json
paper_facing_result_bundle,data/paper_facing_result_bundle/reports/public_audit_injected_sensitivity_v1.md,731,9307c1cb2f32b3a8ad547f28e383be2a6041700b0df5cf1a0c848cfaeff4ea3e,reports/public_audit_injected_sensitivity_v1.md
paper_facing_result_bundle,data/paper_facing_result_bundle/reports/revision_full_diagnostic_v2.json,20045,2900d728a99722f1bbab8b394b2d2dc4a50a776248732c5112440a5ba766c31e,reports/revision_full_diagnostic_v2.json
paper_facing_result_bundle,data/paper_facing_result_bundle/reports/revision_full_diagnostic_v2.md,3841,5c5cda039db28f26be5813aea418722c38d9f9e31429dc3d11b3ac8f7435de45,reports/revision_full_diagnostic_v2.md
paper_facing_result_bundle,data/paper_facing_result_bundle/reports/revision_human_rewrite_v2.json,20244,cad32fc07edab03e872c577a716165bd7a49ccffc6d79e98f81a9a705e311b38,reports/revision_human_rewrite_v2.json
paper_facing_result_bundle,data/paper_facing_result_bundle/reports/revision_human_rewrite_v2.md,4005,421829a69c733f38cbed61c620d89d48fa2122f9000de4435a52940b86a9a3c7,reports/revision_human_rewrite_v2.md
paper_facing_result_bundle,data/paper_facing_result_bundle/reports/revision_source_grounded_rule_star_frozen_v1.json,1226,137cf7343a2cb193d1553a691d70daab105bbdabb06a608dbef71a2e62963542,reports/revision_source_grounded_rule_star_frozen_v1.json
paper_facing_result_bundle,data/paper_facing_result_bundle/reports/revision_source_grounded_rule_star_frozen_v1.md,504,97b521048939be832758ee00ee48f170fdef2e9059a7a583485a54ef411aca6e,reports/revision_source_grounded_rule_star_frozen_v1.md
paper_facing_result_bundle,data/paper_facing_result_bundle/reports/revision_source_grounded_v2.json,38802,e67b9b774b47d40ce3fe4c4f132a96b5667bef14c62770c9e001d596d1d76a48,reports/revision_source_grounded_v2.json
paper_facing_result_bundle,data/paper_facing_result_bundle/reports/revision_source_grounded_v2.md,5929,a9cc41ea18aba4bd40d504ed4fd6129b004f641ed321a3c586436dea6f18006d,reports/revision_source_grounded_v2.md
paper_facing_result_bundle,data/paper_facing_result_bundle/reports/rule_hard_residual_v1.json,3528,9f64dca3b05d050c9a30eb6617b04e5978ed98031506542c574fb9b078145632,reports/rule_hard_residual_v1.json
paper_facing_result_bundle,data/paper_facing_result_bundle/reports/rule_hard_residual_v1.md,797,022bffea9c8c613b0f2b3430d7935f6ead0d302a8a8dbebde5d8285a54d6889f,reports/rule_hard_residual_v1.md
paper_facing_result_bundle,data/paper_facing_result_bundle/reports/source_anchored_external_transfer_v1.json,19843,309feed986d1006ce63e34960ad563fba94252fce0a7f40d9c02baed434cfc77,reports/source_anchored_external_transfer_v1.json
paper_facing_result_bundle,data/paper_facing_result_bundle/reports/source_anchored_external_transfer_v1.md,1348,5b9db8adb36ddae530cfa6288e90a03a0c8414d58ec8106d7aee0295fafb13db,reports/source_anchored_external_transfer_v1.md
paper_facing_result_bundle,data/paper_facing_result_bundle/reports/v5_qwen_multirefresh_report.json,4966,1a2b5fdce774ddd003000863973a502bd9a711033b27e0170f17c07349da322a,reports/v5_qwen_multirefresh_report.json
paper_facing_result_bundle,data/paper_facing_result_bundle/reports/v6_matched_scalar_role_report.json,12516,8c57a6d1397d745474b473247c99e0bc4a8518d5960d2f8fe61928e308bc3448,reports/v6_matched_scalar_role_report.json
paper_facing_result_bundle,data/paper_facing_result_bundle/reports/v7_core_replication.json,7228,b07cb397552aa8c94adce711606c3911de1f7ac651b228652adf51fd2a6829b8,reports/v7_core_replication.json
paper_facing_result_bundle,data/paper_facing_result_bundle/reports/v7_deepseek_full_v1.json,2341,f35013d4810f8a63b76d29c4cb130d7f928d26866aff80c2eb2d9edb82ea5c86,reports/v7_deepseek_full_v1.json
paper_facing_result_bundle,data/paper_facing_result_bundle/reports/v7_shared_eligible_pairacc_v1.json,16320,a11e5268262d3f1db7d5010f7101ea7a1ba2a6d8e71e6609861d6b31dbbbdc4f,reports/v7_shared_eligible_pairacc_v1.json
additional_result_reports,data/additional_result_reports/v3_factorial_qwen_primary_cluster.json,3394,06eb1809871b8564906aae0d794ec7c053081f468bafd5d242e299f55f7da887,experiments/tri_artifact/reports/v3_factorial_qwen_primary_cluster.json
additional_result_reports,data/additional_result_reports/v3_factorial_qwen_primary_cluster.md,1119,166c59fdc4300902fa04c0982419ca5e931b31fe900b4c6289563188b43edfd3,experiments/tri_artifact/reports/v3_factorial_qwen_primary_cluster.md
additional_result_reports,data/additional_result_reports/v3_factorial_glm_primary_cluster.json,3364,1eb63c0ddcfd013618e3219c732cb723661389beaa657ad1ecd180c5e649a865,experiments/tri_artifact/reports/v3_factorial_glm_primary_cluster.json
additional_result_reports,data/additional_result_reports/v3_factorial_glm_primary_cluster.md,1123,a0569f37dad5040af65cb3e2c367162f61f22344f954355efb1bc0f6201c0f2e,experiments/tri_artifact/reports/v3_factorial_glm_primary_cluster.md
additional_result_reports,data/additional_result_reports/field_ablation.json,5293,c3f6cdf836a11ea5198bc9d5aed1b97406eb2568bacdb999d918253977dc463f,experiments/tri_artifact/reports/field_ablation.json
additional_result_reports,data/additional_result_reports/field_ablation.md,1909,0c9d25c71a51a4c16230001444971cf13ee7a347048605af26aef5f2b62ac52b,experiments/tri_artifact/reports/field_ablation.md
additional_result_reports,data/additional_result_reports/v3_referential_policy_slices.json,5657,4b22a43595a06eee7e5ef8c4b8c95cbfa8b89bf20aba7d23fc11632cdb3d288c,experiments/tri_artifact/reports/v3_referential_policy_slices.json
additional_result_reports,data/additional_result_reports/v3_referential_policy_slices.md,3340,42e098b3b1eab40ef9cf364829a5653bbc4e5ab805d135e0b42d390d74ab2a42,experiments/tri_artifact/reports/v3_referential_policy_slices.md
additional_result_reports,data/additional_result_reports/matched_pair_consistency.json,32117,9ad5ad973b144e82d01df5680d44fbb03a2cdd968dda9849ff619fff4ddd98c7,experiments/tri_artifact/reports/matched_pair_consistency.json
additional_result_reports,data/additional_result_reports/matched_pair_consistency.md,3987,27208200846a90298573ad482c76eaa223d3170aaef7123d22ecc642d0e02f65,experiments/tri_artifact/reports/matched_pair_consistency.md
additional_result_reports,data/additional_result_reports/policy_extreme_controls.json,2533,d4300f89c7973e1762f9fd4507086e929f25e24a99c6e2744b837e2cddb70b5d,experiments/tri_artifact/reports/policy_extreme_controls.json
additional_result_reports,data/additional_result_reports/policy_extreme_controls.md,617,0bc25cde4ceee2a4df80099abe5dc395b41cb914dbc2fb7afa9d9a470229f8fa,experiments/tri_artifact/reports/policy_extreme_controls.md
additional_result_reports,data/additional_result_reports/evaluation_selection_regret_v1.json,15649,d0bbbb1387d0ee4ff756de31cea8b00c0818398d1ae3ac7fe8d0865955f9dcb6,experiments/tri_artifact/reports/evaluation_selection_regret_v1.json
additional_result_reports,data/additional_result_reports/evaluation_selection_regret_v1.md,3375,45349292dccf8ef7aed87305d30ee778b549e892af43f2c0f854685456d88cb7,experiments/tri_artifact/reports/evaluation_selection_regret_v1.md
additional_result_reports,data/additional_result_reports/crossed_cluster_sensitivity_v1.json,3984,ac857609b6f0c2575939aad5a4b5f9f9ce7628ac7d057af97dcb87ddaba5aa9b,experiments/tri_artifact/reports/crossed_cluster_sensitivity_v1.json
additional_result_reports,data/additional_result_reports/crossed_cluster_sensitivity_v1.md,1728,2bf2ba06366f709bc55daaa9c92d4a47631198574ef16db700a99152dfd62fba,experiments/tri_artifact/reports/crossed_cluster_sensitivity_v1.md
additional_result_reports,data/additional_result_reports/decision_block_stratification_v1.json,26838,99ad73bb784ab4228a52607f93e09094aa335035eec201b5235d60fa5885ca41,experiments/tri_artifact/reports/decision_block_stratification_v1.json
additional_result_reports,data/additional_result_reports/decision_block_stratification_v1.md,6256,9bd5bda244bb06274e3d71b1588c5271d82f329b1f4f4623341bb19e8bdce0d2,experiments/tri_artifact/reports/decision_block_stratification_v1.md
additional_result_reports,data/additional_result_reports/v7_core_replication.json,7228,b07cb397552aa8c94adce711606c3911de1f7ac651b228652adf51fd2a6829b8,experiments/tri_artifact/reports/v7_core_replication.json
additional_result_reports,data/additional_result_reports/v7_core_replication.md,1837,f906cba11a2b2452c46ded5fe40369c2224185b95d06ccf425da3d9c77a652f5,experiments/tri_artifact/reports/v7_core_replication.md
additional_result_reports,data/additional_result_reports/v7_core_sqlite_replay.json,5903,b4bd5b43e2e606dc0ac97ac983e8fa137a965a27030e06c08c473d1ecc989901,experiments/tri_artifact/reports/v7_core_sqlite_replay.json
additional_result_reports,data/additional_result_reports/v7_core_sqlite_replay.md,844,4917fba27c4ddb212c1d166167892436755e48cd11589b17d6522bf73f48fc3b,experiments/tri_artifact/reports/v7_core_sqlite_replay.md
additional_result_reports,data/additional_result_reports/v7_matched_full_history_three_model_final_v1.json,9982,69c838b054ed75520043fd9c3953a8223002512ea0454667d7fed00de696bbad,experiments/tri_artifact/reports/v7_matched_full_history_three_model_final_v1.json
additional_result_reports,data/additional_result_reports/v7_matched_full_history_three_model_final_v1.md,2122,4675ae5e664ee2a18968871f8cd1e3c6cc30ba7dc4473c90e9f9dccbc2876d05,experiments/tri_artifact/reports/v7_matched_full_history_three_model_final_v1.md
additional_result_reports,data/additional_result_reports/v7_matched_full_history_sqlite_replay_v1.json,5798,ef7e0515e2b957c3ca51e083ad89229d772201b24b45ffe151b1b665d8e591c1,experiments/tri_artifact/reports/v7_matched_full_history_sqlite_replay_v1.json
additional_result_reports,data/additional_result_reports/v7_matched_full_history_sqlite_replay_v1.md,765,289d28b6ca78ea22df4b2ede7bf1234ca20a208a94c39b8ad0e507668653010d,experiments/tri_artifact/reports/v7_matched_full_history_sqlite_replay_v1.md
additional_result_reports,data/additional_result_reports/v7_leave_group_out_sensitivity_v1.json,11117,d0ebbb75cab4ebfb66ad7f30b8a9f747de165650654e714c124c2f73ce715121,experiments/tri_artifact/reports/v7_leave_group_out_sensitivity_v1.json
additional_result_reports,data/additional_result_reports/v7_leave_group_out_sensitivity_v1.md,703,02cf7e3b70065db1fc6dec731153e9a9e1cfcc216ed0df8cc751b9babecfb9b1,experiments/tri_artifact/reports/v7_leave_group_out_sensitivity_v1.md
additional_result_reports,data/additional_result_reports/v7_repeat_stability_v1.json,13122,fd89175e01388abfaee868b93c4b6c9899c2e18186556d16110ce1bc0a9a1a43,experiments/tri_artifact/reports/v7_repeat_stability_v1.json
additional_result_reports,data/additional_result_reports/v7_repeat_stability_v1.md,2440,0b7c8dbac87ed819335c83ba9d436a7eac7d2cc8fc0a8732ddb6240ac90ad262,experiments/tri_artifact/reports/v7_repeat_stability_v1.md
additional_result_reports,data/additional_result_reports/v3_cluster_sample_sufficiency_v1.json,3347,29185011e68f2d5607e00cc04b7f940e9d1c31b2b34277e452b4a82a51f932dc,experiments/tri_artifact/reports/v3_cluster_sample_sufficiency_v1.json
additional_result_reports,data/additional_result_reports/v3_cluster_sample_sufficiency_v1.md,1401,a2bc3af2e74a72d5b104be92fa8595ba6413841921275138a34a1a7b85758853,experiments/tri_artifact/reports/v3_cluster_sample_sufficiency_v1.md
additional_result_reports,data/additional_result_reports/v7_cluster_sample_sufficiency_v1.json,6179,2b832bd2506a27d47684b595f8d93c7ae6cb1cbbb9629a4b3bdd1b56399dadfb,experiments/tri_artifact/reports/v7_cluster_sample_sufficiency_v1.json
additional_result_reports,data/additional_result_reports/v7_cluster_sample_sufficiency_v1.md,1887,7783cd416c1b502f9784d43a9769e6bc1891ab02c196a863f1004d3a3b378360,experiments/tri_artifact/reports/v7_cluster_sample_sufficiency_v1.md
additional_result_reports,data/additional_result_reports/v3_qwen_unseen_report.json,18238,51b1c6b7de1bd8bf613535d4bd761138865bf709e3b6064a5f060adf003e6692,experiments/tri_artifact/reports/v3_qwen_unseen_report.json
additional_result_reports,data/additional_result_reports/v3_qwen_unseen_report.md,1271,770ffa4af7e23d32d664a607e422cb8f4837a82e3016d5cd512e7bd24c0595ed,experiments/tri_artifact/reports/v3_qwen_unseen_report.md
additional_result_reports,data/additional_result_reports/v3_oracle_qwen_unseen.json,979,d35882bdd22ece5605220a926b936d0b5ae7eda8d1e5ef5025b35688949a30b6,experiments/tri_artifact/reports/v3_oracle_qwen_unseen.json
additional_result_reports,data/additional_result_reports/v3_oracle_qwen_unseen.md,547,092c5852f16a1ba85caf6943e9192fed911d71747f13f49be81e79d3b6c9b785,experiments/tri_artifact/reports/v3_oracle_qwen_unseen.md
additional_result_reports,data/additional_result_reports/method_upgrade_closed_loop_v1.json,13899,36ae6434a02f8cb8a09027185d9acb56430c0a3ab8a254b6d774eb4460fbd820,experiments/tri_artifact/reports/method_upgrade_closed_loop_v1.json
additional_result_reports,data/additional_result_reports/method_upgrade_closed_loop_v1.md,3494,487db14773a6dd91de3a3a6d1ddd18045bf699ce3bc3c8b82c6378e8caa670d9,experiments/tri_artifact/reports/method_upgrade_closed_loop_v1.md
additional_result_reports,data/additional_result_reports/method_upgrade_closed_loop_new_methods_v1.json,4220,9f9f68291f5c3004af44727d65357eb1d03b785fb634ac5f394ab27e2dc58263,experiments/tri_artifact/reports/method_upgrade_closed_loop_new_methods_v1.json
additional_result_reports,data/additional_result_reports/method_upgrade_closed_loop_new_methods_v1.md,797,598d0d8457af651187dc43d5d9b8ad54ad96589dea340f8f58023d691b023019,experiments/tri_artifact/reports/method_upgrade_closed_loop_new_methods_v1.md
additional_result_reports,data/additional_result_reports/wjx_six_form_human_construct_audit_incomplete_cutoff_v1.json,14067,8791abcd52ab1dcbb3d1dd42675b3f560f5e73addbe8d5776646a41872d10f2b,experiments/tri_artifact/reports/wjx_six_form_human_construct_audit_incomplete_cutoff_v1.json
additional_result_reports,data/additional_result_reports/wjx_six_form_human_construct_audit_incomplete_cutoff_v1.md,2620,82db73a9e4ce467f73fa01f6dee0b6810eb88667f8c3846adb3a4f7a933c5b8a,experiments/tri_artifact/reports/wjx_six_form_human_construct_audit_incomplete_cutoff_v1.md
additional_result_reports,data/additional_result_reports/wjx_six_form_human_construct_audit_item_counts_v1.json,86696,a9c119a846df4baee8a4ea779b87f94eef131a319624c2c18d865dac1393ac4f,experiments/tri_artifact/reports/wjx_six_form_human_construct_audit_item_counts_v1.json
additional_result_reports,data/additional_result_reports/public_suite_coverage_funnel_v1.json,3358,01897dba8621c934b4205b8319417c260c36d7e5aa0bad101b4e3eb9da3a9a2b,experiments/tri_artifact/reports/public_suite_coverage_funnel_v1.json
additional_result_reports,data/additional_result_reports/public_suite_coverage_funnel_v1.md,1966,0d85be2b014b6fdbda7946a05d5ace623c8f17bc19b1ea863c90a507c0de7927,experiments/tri_artifact/reports/public_suite_coverage_funnel_v1.md
additional_result_reports,data/additional_result_reports/external_public_annotation_v1.json,2906,6f9382de7f4a3d07ea4b7f4efd91f78e024d4c8715e522023a7cc1a7c8a01ff9,experiments/tri_artifact/reports/external_public_annotation_v1.json
additional_result_reports,data/additional_result_reports/external_public_annotation_v1.md,894,35c9f769679415f54dead59a18b21fa068066fbefece11e526a5d1fea0022656,experiments/tri_artifact/reports/external_public_annotation_v1.md
additional_result_reports,data/additional_result_reports/model_assisted_public_recall_triage_v1.json,33827,0a761264833e6276b2d1ae3220de642b3019ac340b6bb29e43f9b40ee5c86647,experiments/tri_artifact/reports/model_assisted_public_recall_triage_v1.json
additional_result_reports,data/additional_result_reports/model_assisted_public_recall_triage_v1.md,17095,28d8e4b88dd0d55af83f265006409559f65f39b8a416cb6b7948e55508517521,experiments/tri_artifact/reports/model_assisted_public_recall_triage_v1.md
additional_result_reports,data/additional_result_reports/toolsandbox_single_turn_qwen_full_history_full_v1.json,3136,0d407babf262bd74fc21224a93f2b3c0b77a0e9afa0ba0fc2ff202d4a5d90a1a,experiments/tri_artifact/reports/toolsandbox_single_turn_qwen_full_history_full_v1.json
additional_result_reports,data/additional_result_reports/toolsandbox_single_turn_qwen_full_history_full_v1.md,1050,b12adf2d7eaca752eb2e6c739640d1d1d8eb37a288448f67b72349d50cabd3e5,experiments/tri_artifact/reports/toolsandbox_single_turn_qwen_full_history_full_v1.md
additional_result_reports,data/additional_result_reports/toolsandbox_single_turn_glm_full_history_full_v1.json,3121,9628cdd5fd358133c8c8cfa14516c45d2ea306093631458bc066af22600c9bfb,experiments/tri_artifact/reports/toolsandbox_single_turn_glm_full_history_full_v1.json
additional_result_reports,data/additional_result_reports/toolsandbox_single_turn_glm_full_history_full_v1.md,1038,815439de040753af8a29beaf4a14b9b33a37ed16ce296db3eda3e5537e70c808,experiments/tri_artifact/reports/toolsandbox_single_turn_glm_full_history_full_v1.md
additional_result_reports,data/additional_result_reports/toolsandbox_single_turn_matched_generic_qwen_full_v1.json,3226,24cc163b3543facaf5546a1680965e387262c61a64e65f7ebeda1bbe775f1c31,experiments/tri_artifact/reports/toolsandbox_single_turn_matched_generic_qwen_full_v1.json
additional_result_reports,data/additional_result_reports/toolsandbox_single_turn_matched_generic_qwen_full_v1.md,1122,68576163b165eb5ebe9214a24ac32fd385f08771a7d1c40b77a7122f77c31405,experiments/tri_artifact/reports/toolsandbox_single_turn_matched_generic_qwen_full_v1.md
additional_result_reports,data/additional_result_reports/toolsandbox_single_turn_matched_generic_glm_full_v1.json,3211,2a40813b40577598e92fa2cdee3f265938548632135e3c42841e2df2616c1d21,experiments/tri_artifact/reports/toolsandbox_single_turn_matched_generic_glm_full_v1.json
additional_result_reports,data/additional_result_reports/toolsandbox_single_turn_matched_generic_glm_full_v1.md,1110,2f4e20c12eb52d601ccfa0769884f0897a89b5c17d72fd09fe6fc4b3961a632b,experiments/tri_artifact/reports/toolsandbox_single_turn_matched_generic_glm_full_v1.md
additional_result_reports,data/additional_result_reports/toolsandbox_single_turn_qwen_generic_state_observed_full_v1.json,3186,9d3a09c4ef22094d368d6a06caf9cfce6858a7fce1d52fca6068d5eed2a01ff7,experiments/tri_artifact/reports/toolsandbox_single_turn_qwen_generic_state_observed_full_v1.json
additional_result_reports,data/additional_result_reports/toolsandbox_single_turn_qwen_generic_state_observed_full_v1.md,1090,2e2f0dcdee64ed110387a0d431d1fa8da5a20361e83befc2b478ff2724f11b5c,experiments/tri_artifact/reports/toolsandbox_single_turn_qwen_generic_state_observed_full_v1.md
additional_result_reports,data/additional_result_reports/appworld_naturalistic_v1.json,3976,0babe38dffdc57a3cb399ecd312f5d38d3c2aca2cf63809b5f515856cb8eccdc,experiments/tri_artifact/reports/appworld_naturalistic_v1.json
additional_result_reports,data/additional_result_reports/appworld_naturalistic_v1.md,2076,cb5c13150fc808e1a75c8615cf2aac87145a5905fda77bc00021e536c61aa6e4,experiments/tri_artifact/reports/appworld_naturalistic_v1.md
additional_result_reports,data/additional_result_reports/v5_qwen_multirefresh_report.json,4966,1a2b5fdce774ddd003000863973a502bd9a711033b27e0170f17c07349da322a,experiments/tri_artifact/reports/v5_qwen_multirefresh_report.json
additional_result_reports,data/additional_result_reports/v5_qwen_multirefresh_report.md,1647,331bf0aa52e2a9624211a7240c51fa78cc0215a5011e117784d4c04835c0ea88,experiments/tri_artifact/reports/v5_qwen_multirefresh_report.md
additional_result_reports,data/additional_result_reports/v6_matched_scalar_role_report.json,12516,8c57a6d1397d745474b473247c99e0bc4a8518d5960d2f8fe61928e308bc3448,experiments/tri_artifact/reports/v6_matched_scalar_role_report.json
additional_result_reports,data/additional_result_reports/v6_matched_scalar_role_report.md,2686,88c9e46ddfe657c60808ca4e20dd16a8551103d4f0b658219df67d9a7198b12b,experiments/tri_artifact/reports/v6_matched_scalar_role_report.md
